epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,83012.1,0.98112,0.66155,0.98559,0.54062,0.63216,0.56839,0.39103,1.1106,1.0127,1.05448,0.000327202,0.000327202,0.000327202
186,83653,0.98593,0.6638,0.98579,0.57463,0.60043,0.58126,0.39553,1.10797,0.97511,1.05591,0.000324453,0.000324453,0.000324453
187,84283.2,0.9814,0.6609,0.97812,0.56259,0.62754,0.57569,0.39375,1.10734,0.97458,1.05826,0.000321705,0.000321705,0.000321705
188,86556.8,0.98104,0.66508,0.98871,0.5683,0.59076,0.56702,0.38891,1.11014,0.9841,1.06006,0.000318956,0.000318956,0.000318956
189,87199,0.98283,0.6612,0.98547,0.56565,0.61286,0.57583,0.39198,1.11049,0.97331,1.05818,0.000316207,0.000316207,0.000316207
190,87838.2,0.97353,0.65673,0.98255,0.5766,0.58734,0.57389,0.39446,1.10983,0.97729,1.05859,0.000313458,0.000313458,0.000313458
191,88485.4,0.97549,0.6514,0.97993,0.57518,0.6094,0.5789,0.39352,1.10972,0.96831,1.05649,0.000310709,0.000310709,0.000310709
192,89137.1,0.96713,0.65387,0.97958,0.57033,0.6164,0.57733,0.39423,1.11351,0.99208,1.05811,0.00030796,0.00030796,0.00030796
193,89795,0.96919,0.65635,0.98376,0.58369,0.60439,0.57324,0.39297,1.11219,0.98553,1.05841,0.000305211,0.000305211,0.000305211
194,90452.7,0.95886,0.64708,0.97852,0.57968,0.61327,0.57221,0.39107,1.11675,0.99712,1.06061,0.000302462,0.000302462,0.000302462
195,91114.2,0.978,0.65303,0.98492,0.57541,0.60869,0.5712,0.3946,1.11621,1.00349,1.06008,0.000299713,0.000299713,0.000299713
196,91779.8,0.97502,0.65593,0.98383,0.59666,0.60039,0.57292,0.39255,1.11142,0.99739,1.0595,0.000296964,0.000296964,0.000296964
197,92441.5,0.96825,0.64638,0.98,0.6155,0.57085,0.57726,0.39867,1.1155,1.01805,1.05812,0.000294216,0.000294216,0.000294216
198,93101.5,0.96763,0.64321,0.97813,0.59112,0.59304,0.56887,0.3914,1.10862,1.00047,1.06058,0.000291467,0.000291467,0.000291467
199,93768.7,0.97398,0.65253,0.98236,0.58523,0.5949,0.56589,0.38876,1.11231,1.00946,1.06243,0.000288718,0.000288718,0.000288718
200,94442,0.97827,0.65002,0.98547,0.5869,0.6061,0.57121,0.39249,1.11032,1.00032,1.05903,0.000285969,0.000285969,0.000285969
201,95111.2,0.9641,0.6435,0.97532,0.60482,0.59147,0.57617,0.39441,1.10789,0.993,1.06084,0.00028322,0.00028322,0.00028322
